,id,price,city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,security_deposit,cleaning_fee,accommodates,bathrooms,bedrooms,beds,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,host_response_time,host_since,cancellation_policy,neighbourhood_cleansed,air_con,check_in,cooking,childcare,entertainment,luxury,nature,clothing,accessibility,safety,internet,comfort,essentials,pet_friendly,smoking
0,49091,84.0,Singapore,103.7958,1.44255,94.0,1,180,0.0,0.0,1,1.0,1.0,1.0,apartment,Private room,365,0,0,2.0,2010-10-20,3,Woodlands,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,50646,80.0,Singapore,103.78520999999999,1.33235,91.0,18,90,0.0,0.0,2,1.0,1.0,1.0,apartment,Private room,365,0,0,2.0,2010-09-08,2,Bukit Timah,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2,56334,70.0,Singapore,103.79666999999999,1.44246,98.0,20,6,0.0,0.0,1,1.0,1.0,1.0,apartment,Private room,365,0,0,2.0,2010-10-20,3,Woodlands,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
3,71609,207.0,Singapore,103.95711999999999,1.34541,89.0,20,1,279.0,56.0,6,1.0,2.0,3.0,house,Private room,365,1,0,4.0,2011-01-29,3,Tampines,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
4,71896,95.0,Singapore,103.95963,1.3456700000000001,83.0,24,1,140.0,28.0,3,0.5,1.0,1.0,house,Private room,365,1,0,4.0,2011-01-29,2,Tampines,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
5,71903,105.0,Singapore,103.96103000000001,1.34702,88.0,48,1,140.0,28.0,3,0.5,1.0,2.0,house,Private room,358,1,0,4.0,2011-01-29,2,Tampines,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6,71907,209.0,Singapore,103.96337,1.34348,82.0,29,1,279.0,70.0,6,1.0,1.0,7.0,house,Private room,174,1,0,4.0,2011-01-29,2,Tampines,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
7,241503,52.0,Singapore,103.91277,1.3239100000000001,99.0,176,90,200.0,0.0,1,1.0,1.0,1.0,house,Private room,248,1,1,4.0,2011-08-25,2,Bedok,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8,241508,54.0,Singapore,103.91277,1.3239100000000001,99.0,199,90,200.0,0.0,2,1.0,1.0,2.0,house,Private room,357,1,1,4.0,2011-08-25,2,Bedok,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9,241510,40.0,Singapore,103.91277,1.3239100000000001,98.0,236,90,250.0,0.0,1,1.0,1.0,1.0,house,Private room,330,1,1,4.0,2011-08-25,2,Bedok,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10,275343,49.0,Singapore,103.80814000000001,1.28875,88.0,19,90,152.0,65.0,1,,1.0,1.0,apartment,Private room,315,0,0,4.0,2011-11-24,2,Bukit Merah,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
11,275344,40.0,Singapore,103.81099,1.28837,98.0,11,90,250.0,65.0,1,0.5,1.0,0.0,apartment,Private room,328,0,0,4.0,2011-11-24,2,Bukit Merah,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
12,294281,63.0,Singapore,103.83816,1.31125,89.0,133,2,147.0,42.0,2,1.0,1.0,1.0,apartment,Private room,365,0,0,4.0,2011-12-20,2,Newton,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13,301247,40.0,Singapore,103.88958000000001,1.31724,90.0,103,10,150.0,0.0,1,1.0,1.0,1.0,apartment,Private room,89,1,0,2.0,2011-12-31,2,Geylang,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
14,324945,45.0,Singapore,103.80896,1.28976,84.0,14,90,200.0,55.0,1,0.0,1.0,1.0,apartment,Private room,272,0,0,4.0,2011-11-24,2,Bukit Merah,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
15,330089,40.0,Singapore,103.81244000000001,1.28677,93.0,10,90,150.0,65.0,1,2.0,0.0,1.0,apartment,Private room,362,0,0,4.0,2011-11-24,2,Bukit Merah,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
16,330095,39.0,Singapore,103.81087,1.2853700000000001,100.0,3,180,150.0,65.0,1,4.0,1.0,1.0,apartment,Private room,336,0,0,4.0,2011-11-24,2,Bukit Merah,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
17,344803,49.0,Singapore,103.95951,1.34943,92.0,58,2,140.0,28.0,1,1.5,1.0,1.0,house,Private room,364,1,0,4.0,2011-01-29,2,Tampines,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18,355955,80.0,Singapore,103.90231999999999,1.3142,,0,90,0.0,0.0,2,1.0,1.0,1.0,house,Private room,174,1,0,0.0,2012-02-16,3,Geylang,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
19,369141,60.0,Singapore,103.83759,1.3115,90.0,92,2,150.0,42.0,2,1.0,1.0,1.0,other,Private room,351,0,0,4.0,2011-12-20,2,Newton,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
20,369145,60.0,Singapore,103.83805,1.31159,88.0,165,2,150.0,42.0,2,1.0,1.0,1.0,house,Private room,365,0,0,4.0,2011-12-20,2,Newton,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
21,395191,56.0,Singapore,103.83561999999999,1.29345,86.0,27,90,137.0,0.0,1,0.0,1.0,1.0,apartment,Private room,364,0,0,2.0,2012-03-20,2,River Valley,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
22,423875,105.0,Singapore,103.9592,1.34838,89.0,18,1,140.0,28.0,3,1.0,1.0,2.0,house,Private room,333,1,0,4.0,2011-01-29,3,Tampines,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
23,468782,56.0,Singapore,103.86446,1.3628,94.0,82,2,140.0,15.0,2,1.5,1.0,0.0,house,Private room,365,1,0,0.0,2012-05-09,2,Serangoon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
24,481789,38.0,Singapore,103.93238000000001,1.34816,,0,180,1300.0,0.0,2,1.0,1.0,1.0,apartment,Private room,365,0,0,1.0,2012-05-16,2,Tampines,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25,553229,59.0,Singapore,103.71139000000001,1.34135,93.0,28,2,280.0,25.0,1,1.0,1.0,1.0,apartment,Private room,352,1,0,4.0,2011-08-28,2,Jurong West,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
26,604966,278.0,Singapore,103.79383,1.33171,91.0,11,4,1398.0,63.0,2,2.0,2.0,1.0,apartment,Entire home/apt,362,1,0,0.0,2012-07-20,2,Bukit Timah,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
27,642660,168.0,Singapore,103.85234,1.3010899999999999,,0,180,0.0,28.0,2,2.0,1.0,1.0,apartment,Private room,365,0,0,0.0,2012-08-09,2,Rochor,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
28,696136,100.0,Singapore,103.79853,1.31016,90.0,28,90,0.0,20.0,2,1.0,1.0,1.0,house,Private room,90,1,0,0.0,2011-10-14,2,Bukit Timah,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
29,719944,210.0,Singapore,103.79639,1.30901,,0,1,280.0,28.0,1,1.0,1.0,1.0,apartment,Shared room,0,0,0,0.0,2012-09-23,3,Queenstown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,733863,27.0,Singapore,103.87288000000001,1.36743,,0,180,590.0,30.0,1,1.0,1.0,1.0,apartment,Private room,365,0,0,0.0,2012-10-10,2,Serangoon,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
31,746929,147.0,Singapore,103.92286999999999,1.30792,95.0,115,2,140.0,70.0,4,3.0,2.0,3.0,apartment,Entire home/apt,8,1,1,4.0,2012-10-19,2,Bedok,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
32,747813,900.0,Singapore,103.84521,1.27663,93.0,72,4,0.0,0.0,4,1.0,1.0,1.0,apartment,Private room,0,0,0,4.0,2012-10-20,2,Downtown Core,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
33,747816,149.0,Singapore,103.84597,1.27585,91.0,26,4,0.0,0.0,4,1.0,1.0,1.0,apartment,Private room,0,0,0,4.0,2012-10-20,2,Downtown Core,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
34,756267,165.0,Singapore,103.90075999999999,1.30416,94.0,69,2,500.0,0.0,2,1.0,1.0,1.0,apartment,Private room,188,1,1,4.0,2012-01-09,2,Marine Parade,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
35,756300,43.0,Singapore,103.87161,1.35001,94.0,36,1,0.0,35.0,2,1.0,1.0,1.0,apartment,Private room,0,1,0,0.0,2012-10-26,3,Serangoon,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
36,756347,206.0,Singapore,103.94561999999999,1.37527,,0,1,0.0,0.0,1,0.5,1.0,1.0,apartment,Private room,0,0,0,0.0,2012-10-26,3,Pasir Ris,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,764599,52.0,Singapore,103.84945,1.34143,96.0,52,2,0.0,0.0,1,1.0,1.0,1.0,apartment,Private room,360,0,0,4.0,2012-11-01,2,Toa Payoh,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
38,765579,45.0,Singapore,103.84253000000001,1.2841,80.0,2,90,0.0,15.0,1,2.0,1.0,1.0,apartment,Private room,365,1,0,4.0,2012-05-19,2,Outram,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
39,768313,167.0,Singapore,103.9064,1.39963,,0,1,0.0,0.0,1,0.0,0.0,0.0,apartment,Private room,365,0,0,1.0,2012-11-04,3,Punggol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,782227,129.0,Singapore,103.78585,1.28342,100.0,1,3,0.0,36.0,2,1.0,1.0,1.0,apartment,Private room,365,1,0,2.0,2012-11-12,2,Queenstown,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,815685,40.0,Singapore,103.80749,1.28909,83.0,14,180,250.0,55.0,1,,1.0,1.0,apartment,Private room,364,0,0,4.0,2011-11-24,2,Bukit Merah,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
42,819034,301.0,Singapore,103.90315,1.30492,96.0,40,2,500.0,0.0,4,2.0,2.0,2.0,apartment,Entire home/apt,195,1,1,4.0,2012-01-09,2,Marine Parade,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
43,819044,150.0,Singapore,103.90097,1.30425,91.0,70,2,500.0,0.0,2,0.5,1.0,1.0,apartment,Private room,190,1,1,4.0,2012-01-09,2,Marine Parade,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
44,822413,231.0,Singapore,103.82808,1.29839,89.0,18,4,500.0,0.0,4,2.0,2.0,2.0,apartment,Entire home/apt,365,0,0,2.0,2012-10-23,2,Tanglin,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
45,823571,279.0,Singapore,103.91479,1.31313,,0,1,0.0,0.0,1,,1.0,1.0,apartment,Private room,365,1,0,0.0,2012-11-18,3,Bedok,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,833289,149.0,Singapore,103.82381,1.27681,100.0,2,1,0.0,0.0,2,1.0,1.0,2.0,apartment,Private room,365,1,0,0.0,2012-12-09,3,Bukit Merah,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
47,879526,27.0,Singapore,103.89826,1.36792,91.0,43,4,0.0,7.0,1,1.0,1.0,1.0,apartment,Shared room,365,1,0,3.0,2013-01-06,3,Hougang,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
48,881253,66.0,Singapore,103.84284,1.28291,80.0,3,90,0.0,20.0,1,1.0,1.0,2.0,apartment,Private room,0,1,0,4.0,2012-05-19,2,Outram,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
49,881683,40.0,Singapore,103.89855,1.36775,92.0,10,30,0.0,7.0,1,1.0,1.0,2.0,apartment,Private room,189,1,0,3.0,2013-01-06,2,Hougang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
50,915275,55.0,Singapore,103.8568,1.3123,90.0,2,18,0.0,20.0,1,1.0,1.0,1.0,apartment,Private room,329,1,0,4.0,2012-05-19,2,Kallang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
51,918880,66.0,Singapore,103.8731,1.36885,97.0,25,1,250.0,80.0,1,1.0,1.0,2.0,apartment,Private room,364,1,0,2.0,2013-02-02,2,Serangoon,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
52,922138,240.0,Singapore,103.84494000000001,1.27529,93.0,10,4,500.0,0.0,4,2.0,2.0,2.0,apartment,Entire home/apt,0,0,0,2.0,2012-10-23,2,Downtown Core,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
53,922509,60.0,Singapore,103.84297,1.28429,93.0,7,90,0.0,30.0,1,1.0,1.0,1.0,apartment,Private room,292,1,0,4.0,2012-05-19,2,Outram,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
54,963342,35.0,Singapore,103.87847,1.3736899999999999,89.0,8,20,0.0,50.0,2,1.0,1.0,1.0,apartment,Private room,328,0,0,3.0,2013-02-27,2,Hougang,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
55,982909,70.0,Singapore,103.8327,1.33334,97.0,245,2,200.0,30.0,1,1.0,1.0,1.0,apartment,Private room,216,1,1,4.0,2013-01-16,2,Novena,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
56,1024986,145.0,Singapore,103.83742,1.29245,96.0,176,1,1000.0,50.0,2,1.0,1.0,1.0,apartment,Entire home/apt,330,1,1,4.0,2013-03-26,2,River Valley,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
57,1060046,49.0,Singapore,103.76874000000001,1.38123,95.0,18,3,150.0,0.0,1,1.0,1.0,1.0,apartment,Private room,32,1,1,4.0,2013-04-03,2,Bukit Panjang,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
58,1078804,29.0,Singapore,103.90228,1.36764,84.0,60,30,0.0,7.0,1,1.0,1.0,0.0,apartment,Private room,364,1,0,3.0,2013-01-06,3,Hougang,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
59,1142414,48.0,Singapore,103.85901,1.31189,60.0,2,18,0.0,20.0,1,1.0,1.0,1.0,apartment,Private room,361,1,0,4.0,2012-05-19,2,Kallang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
60,1178486,80.0,Singapore,103.87281999999999,1.2963799999999999,98.0,14,90,0.0,20.0,1,1.0,1.0,1.0,apartment,Private room,0,0,0,0.0,2013-05-18,3,Kallang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
61,1210268,320.0,Singapore,103.82694000000001,1.31617,89.0,44,7,1000.0,120.0,5,3.0,3.0,4.0,,Entire home/apt,292,0,1,4.0,2013-05-28,2,Tanglin,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
62,1229614,150.0,Singapore,103.82614000000001,1.31503,95.0,31,7,500.0,100.0,2,1.0,1.0,1.0,house,Entire home/apt,355,0,1,4.0,2013-05-28,2,Tanglin,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
63,1233249,240.0,Singapore,103.82704,1.3150700000000002,92.0,33,7,500.0,100.0,3,2.5,2.0,2.0,,Entire home/apt,331,0,1,4.0,2013-05-28,2,Tanglin,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
64,1242205,137.0,Singapore,103.90321,1.31,95.0,10,6,171.0,41.0,2,1.0,1.0,1.0,house,Private room,0,1,0,0.0,2012-09-17,2,Marine Parade,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
65,1244654,57.0,Singapore,103.84265,1.2838,90.0,4,90,0.0,30.0,1,1.0,1.0,1.0,apartment,Private room,362,1,0,4.0,2012-05-19,2,Outram,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
66,1249555,55.0,Singapore,103.8561,1.31213,100.0,1,18,0.0,20.0,1,1.0,1.0,1.0,apartment,Private room,331,1,0,4.0,2012-05-19,2,Kallang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
67,1261443,66.0,Singapore,103.84311,1.2845799999999998,100.0,3,90,0.0,20.0,1,1.0,1.0,1.0,apartment,Private room,357,1,0,4.0,2012-05-19,2,Outram,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
68,1277842,60.0,Singapore,103.7685,1.2927,95.0,40,5,0.0,0.0,2,4.0,1.0,2.0,house,Private room,0,0,0,3.0,2013-06-17,2,Queenstown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1277919,50.0,Singapore,103.7685,1.2927,86.0,11,5,0.0,0.0,2,4.0,1.0,2.0,apartment,Shared room,365,0,0,3.0,2013-06-17,3,Queenstown,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,1302185,128.0,Singapore,103.88946999999999,1.31511,98.0,87,30,500.0,50.0,5,1.5,1.0,3.0,apartment,Entire home/apt,365,0,1,4.0,2013-06-24,2,Geylang,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
71,1315867,70.0,Singapore,103.91067,1.31259,96.0,77,2,0.0,60.0,1,1.0,1.0,1.0,apartment,Private room,346,1,0,2.0,2012-10-15,2,Bedok,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
72,1363204,60.0,Singapore,103.84238,1.28386,80.0,3,90,0.0,30.0,1,1.0,1.0,1.0,apartment,Private room,303,1,0,4.0,2012-05-19,2,Outram,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
73,1370765,49.0,Singapore,103.78311,1.42977,100.0,1,90,150.0,20.0,2,1.0,1.0,1.0,apartment,Private room,364,0,0,1.0,2013-05-30,2,Woodlands,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
74,1370803,54.0,Singapore,103.76859,1.44412,90.0,4,90,145.0,10.0,2,1.0,1.0,1.0,apartment,Private room,364,0,0,1.0,2013-05-30,2,Woodlands,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
75,1370834,28.0,Singapore,103.77544,1.4356799999999998,100.0,2,90,0.0,20.0,1,1.5,1.0,1.0,apartment,Private room,358,0,0,1.0,2013-05-30,2,Woodlands,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
76,1370852,29.0,Singapore,103.78756,1.42275,75.0,3,90,0.0,20.0,2,1.5,1.0,1.0,apartment,Private room,364,0,0,1.0,2013-05-30,2,Mandai,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
77,1407407,28.0,Singapore,103.7777,1.42426,84.0,5,90,0.0,20.0,1,1.5,1.0,1.0,apartment,Private room,364,0,0,1.0,2013-05-30,2,Mandai,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
78,1407454,35.0,Singapore,103.77639,1.42269,92.0,5,90,0.0,20.0,1,1.5,1.0,0.0,apartment,Private room,364,0,0,1.0,2013-05-30,2,Mandai,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
79,1407465,25.0,Singapore,103.77932,1.42759,83.0,9,90,0.0,15.0,1,2.0,1.0,1.0,apartment,Private room,364,0,0,1.0,2013-05-30,2,Woodlands,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
80,1413962,80.0,Singapore,103.90799999999999,1.32889,91.0,97,14,500.0,50.0,3,1.0,1.0,1.0,house,Private room,364,1,0,3.0,2013-07-21,2,Bedok,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
81,1434208,400.0,Singapore,103.836,1.29211,95.0,6,4,1000.0,50.0,6,2.0,3.0,5.0,apartment,Entire home/apt,0,1,0,0.0,2013-07-24,2,River Valley,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
82,1466685,45.0,Singapore,103.8424,1.3305,93.0,30,90,0.0,0.0,1,1.0,1.0,1.0,apartment,Private room,146,0,1,3.0,2012-11-14,2,Toa Payoh,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
83,1485189,105.0,Singapore,103.82016999999999,1.30768,97.0,57,6,6291.0,70.0,3,1.5,1.0,1.0,apartment,Private room,89,0,1,2.0,2013-08-05,2,Tanglin,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
84,1508829,41.0,Singapore,103.86332,1.30774,80.0,8,18,0.0,15.0,1,3.0,1.0,0.0,apartment,Private room,365,1,0,4.0,2012-05-19,2,Kallang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
85,1521198,77.0,Singapore,103.85875,1.30844,93.0,29,6,0.0,0.0,2,1.0,1.0,1.0,apartment,Private room,90,0,0,2.0,2013-08-12,2,Kallang,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
86,1562453,29.0,Singapore,103.8498,1.32359,,0,108,0.0,0.0,4,1.0,1.0,4.0,house,Private room,365,0,0,1.0,2013-08-20,2,Novena,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87,1581224,130.0,Singapore,103.87366999999999,1.31118,,0,14,0.0,0.0,8,4.0,4.0,12.0,house,Entire home/apt,365,1,0,4.0,2013-08-26,2,Kallang,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
88,1599599,301.0,Singapore,103.83365,1.30341,94.0,16,2,200.0,50.0,6,1.5,2.0,4.0,apartment,Entire home/apt,357,0,1,4.0,2013-08-30,2,Orchard,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
89,1611318,60.0,Singapore,103.82765,1.28419,,0,183,0.0,0.0,1,1.0,1.0,1.0,apartment,Private room,365,0,0,0.0,2013-09-02,2,Bukit Merah,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
90,1615074,67.0,Singapore,103.84253000000001,1.2841,87.0,3,90,0.0,20.0,1,1.5,1.0,1.0,apartment,Private room,356,1,0,4.0,2012-05-19,2,Outram,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
91,1622505,165.0,Singapore,103.90306,1.30494,96.0,27,2,500.0,0.0,2,1.0,1.0,1.0,apartment,Private room,90,1,1,4.0,2012-01-09,2,Marine Parade,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
92,1643945,216.0,Singapore,103.85303,1.39088,,0,1,0.0,0.0,3,1.0,1.0,2.0,house,Private room,365,1,0,0.0,2013-09-09,3,Ang Mo Kio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
